"행정구역","2026년07월_거주자_총인구수","2026년07월_거주자_연령구간인구수","2026년07월_거주자_0~9세","2026년07월_거주자_10~19세","2026년07월_거주자_20~29세","2026년07월_거주자_30~39세","2026년07월_거주자_40~49세","2026년07월_거주자_50~59세","2026년07월_거주자_60~69세","2026년07월_거주자_70~79세","2026년07월_거주자_80~89세","2026년07월_거주자_90~99세","2026년07월_거주자_100세 이상","2026년07월_남_거주자_총인구수","2026년07월_남_거주자_연령구간인구수","2026년07월_남_거주자_0~9세","2026년07월_남_거주자_10~19세","2026년07월_남_거주자_20~29세","2026년07월_남_거주자_30~39세","2026년07월_남_거주자_40~49세","2026년07월_남_거주자_50~59세","2026년07월_남_거주자_60~69세","2026년07월_남_거주자_70~79세","2026년07월_남_거주자_80~89세","2026년07월_남_거주자_90~99세","2026년07월_남_거주자_100세 이상","2026년07월_여_거주자_총인구수","2026년07월_여_거주자_연령구간인구수","2026년07월_여_거주자_0~9세","2026년07월_여_거주자_10~19세","2026년07월_여_거주자_20~29세","2026년07월_여_거주자_30~39세","2026년07월_여_거주자_40~49세","2026년07월_여_거주자_50~59세","2026년07월_여_거주자_60~69세","2026년07월_여_거주자_70~79세","2026년07월_여_거주자_80~89세","2026년07월_여_거주자_90~99세","2026년07월_여_거주자_100세 이상"
"부산광역시 사하구 (2638000000)","280,702","280,702","11,544","22,436","27,973","29,530","37,796","47,723","53,220","35,357","13,287","1,787","49","138,905","138,905","5,922","11,493","15,079","15,955","19,705","23,598","25,329","16,257","5,156","405","6","141,797","141,797","5,622","10,943","12,894","13,575","18,091","24,125","27,891","19,100","8,131","1,382","43"
"부산광역시 금정구 (2641000000)","204,698","204,698","7,612","15,372","25,330","20,429","24,749","32,752","38,349","26,912","11,409","1,746","38","99,337","99,337","3,814","7,740","13,609","11,034","12,519","15,757","17,908","11,953","4,551","445","7","105,361","105,361","3,798","7,632","11,721","9,395","12,230","16,995","20,441","14,959","6,858","1,301","31"
"부산광역시 강서구 (2644000000)","153,826","153,826","16,649","18,785","10,605","24,221","32,146","19,150","17,778","10,446","3,469","568","9","79,467","79,467","8,471","9,646","5,755","12,394","17,191","10,448","8,824","5,243","1,382","112","1","74,359","74,359","8,178","9,139","4,850","11,827","14,955","8,702","8,954","5,203","2,087","456","8"
"부산광역시 연제구 (2647000000)","210,923","210,923","12,044","17,212","20,963","28,476","30,663","33,282","33,302","23,884","9,757","1,313","27","100,307","100,307","6,147","8,713","10,194","14,181","15,115","15,939","15,191","10,529","3,944","350","4","110,616","110,616","5,897","8,499","10,769","14,295","15,548","17,343","18,111","13,355","5,813","963","23"
"부산광역시 수영구 (2650000000)","167,985","167,985","7,268","11,429","18,837","23,031","22,670","25,805","27,171","21,248","9,160","1,339","27","78,597","78,597","3,693","5,885","8,815","11,697","11,166","12,229","11,905","9,093","3,759","352","3","89,388","89,388","3,575","5,544","10,022","11,334","11,504","13,576","15,266","12,155","5,401","987","24"
"부산광역시 사상구 (2653000000)","191,580","191,580","7,045","13,116","20,526","22,292","23,468","32,348","40,003","23,727","8,028","1,007","20","95,468","95,468","3,688","6,632","10,534","12,227","12,383","16,145","19,684","10,952","3,025","198","0","96,112","96,112","3,357","6,484","9,992","10,065","11,085","16,203","20,319","12,775","5,003","809","20"
"부산광역시 기장군 (2671000000)","174,932","174,932","11,937","20,132","14,414","20,159","30,916","28,266","23,940","16,918","7,113","1,108","29","86,696","86,696","6,131","10,332","7,769","10,501","15,488","14,492","11,392","7,600","2,747","241","3","88,236","88,236","5,806","9,800","6,645","9,658","15,428","13,774","12,548","9,318","4,366","867","26"
"대구광역시  (2700000000)","2,340,047","2,340,047","130,442","212,569","245,802","285,217","330,024","405,575","380,540","231,327","101,493","16,760","298","1,144,486","1,144,486","67,015","108,815","128,655","151,675","164,969","197,312","181,743","102,593","37,441","4,225","43","1,195,561","1,195,561","63,427","103,754","117,147","133,542","165,055","208,263","198,797","128,734","64,052","12,535","255"
"대구광역시 중구 (2711000000)","101,295","101,295","8,190","7,608","13,505","18,555","14,918","14,160","11,209","8,145","4,256","732","17","48,349","48,349","4,238","3,759","6,114","9,376","7,660","6,842","5,210","3,377","1,573","197","3","52,946","52,946","3,952","3,849","7,391","9,179","7,258","7,318","5,999","4,768","2,683","535","14"
"대구광역시 동구 (2714000000)","337,352","337,352","18,607","25,977","32,813","44,293","45,940","55,129","56,214","38,404","17,231","2,697","47","164,502","164,502","9,626","13,370","17,078","23,662","23,501","27,071","26,233","16,801","6,443","711","6","172,850","172,850","8,981","12,607","15,735","20,631","22,439","28,058","29,981","21,603","10,788","1,986","41"
"대구광역시 서구 (2717000000)","162,799","162,799","6,801","9,727","14,118","19,591","19,300","27,826","33,307","21,737","9,075","1,295","22","80,400","80,400","3,494","4,875","7,502","10,897","10,451","14,162","16,031","9,428","3,274","285","1","82,399","82,399","3,307","4,852","6,616","8,694","8,849","13,664","17,276","12,309","5,801","1,010","21"
"대구광역시 남구 (2720000000)","140,852","140,852","5,576","8,436","16,309","18,476","17,177","23,101","23,945","17,665","8,644","1,501","22","66,868","66,868","2,887","4,251","7,689","9,875","8,696","11,368","11,054","7,525","3,115","405","3","73,984","73,984","2,689","4,185","8,620","8,601","8,481","11,733","12,891","10,140","5,529","1,096","19"
"대구광역시 북구 (2723000000)","405,511","405,511","20,837","37,431","49,472","47,516","55,287","75,113","64,962","36,198","16,166","2,475","54","200,306","200,306","10,694","19,101","26,536","25,712","27,647","36,708","31,533","15,970","5,807","592","6","205,205","205,205","10,143","18,330","22,936","21,804","27,640","38,405","33,429","20,228","10,359","1,883","48"
"대구광역시 수성구 (2726000000)","406,574","406,574","24,109","46,958","41,179","42,764","62,253","73,167","59,456","36,659","16,854","3,112","63","195,036","195,036","12,411","24,378","21,879","21,504","29,135","34,257","27,966","16,135","6,481","881","9","211,538","211,538","11,698","22,580","19,300","21,260","33,118","38,910","31,490","20,524","10,373","2,231","54"
"대구광역시 달서구 (2729000000)","511,591","511,591","26,419","48,327","56,358","60,853","70,439","92,697","86,975","47,600","18,849","3,030","44","249,937","249,937","13,594","24,574","29,461","32,742","34,735","44,255","41,383","21,469","6,978","735","11","261,654","261,654","12,825","23,753","26,897","28,111","35,704","48,442","45,592","26,131","11,871","2,295","33"
"대구광역시 달성군 (2771000000)","251,569","251,569","19,457","27,307","21,155","32,041","43,110","40,911","38,186","20,231","7,783","1,362","26","127,351","127,351","9,818","14,065","11,875","17,231","22,235","20,669","18,851","9,511","2,809","283","4","124,218","124,218","9,639","13,242","9,280","14,810","20,875","20,242","19,335","10,720","4,974","1,079","22"
"대구광역시 군위군 (2772000000)","22,504","22,504","446","798","893","1,128","1,600","3,471","6,286","4,688","2,635","556","3","11,737","11,737","253","442","521","676","909","1,980","3,482","2,377","961","136","0","10,767","10,767","193","356","372","452","691","1,491","2,804","2,311","1,674","420","3"
"인천광역시  (2800000000)","3,049,203","3,049,203","186,316","275,815","329,398","432,056","470,634","510,163","477,386","244,469","103,289","19,159","518","1,521,153","1,521,153","95,649","141,132","169,607","225,550","242,399","254,840","234,832","113,952","38,681","4,435","76","1,528,050","1,528,050","90,667","134,683","159,791","206,506","228,235","255,323","242,554","130,517","64,608","14,724","442"
"인천광역시 중구영종출장소 (2811400000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"인천광역시 중구용유출장소 (2811800000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"인천광역시 제물포구 (2812500000)","98,720","98,720","3,580","6,517","9,210","10,953","13,035","16,715","18,019","13,198","6,356","1,106","31","49,974","49,974","1,823","3,404","4,861","6,088","7,157","9,024","9,052","5,929","2,412","218","6","48,746","48,746","1,757","3,113","4,349","4,865","5,878","7,691","8,967","7,269","3,944","888","25"
"인천광역시 영종구 (2815500000)","137,318","137,318","11,593","13,909","17,991","24,995","24,570","20,393","13,670","7,050","2,723","414","10","71,083","71,083","6,027","7,028","8,958","13,402","12,992","11,088","6,986","3,387","1,119","94","2","66,235","66,235","5,566","6,881","9,033","11,593","11,578","9,305","6,684","3,663","1,604","320","8"
"인천광역시 미추홀구 (2817700000)","416,358","416,358","22,871","32,391","48,055","58,468","61,948","68,003","64,823","39,154","17,613","2,955","77","209,160","209,160","11,754","16,643","25,324","31,230","33,064","34,788","31,250","17,622","6,708","768","9","207,198","207,198","11,117","15,748","22,731","27,238","28,884","33,215","33,573","21,532","10,905","2,187","68"
"인천광역시 연수구 (2818500000)","408,540","408,540","32,146","47,470","43,983","56,889","70,692","67,728","55,168","23,207","9,293","1,900","64","202,125","202,125","16,420","24,250","22,711","28,351","34,753","33,223","27,335","11,126","3,529","422","5","206,415","206,415","15,726","23,220","21,272","28,538","35,939","34,505","27,833","12,081","5,764","1,478","59"
"인천광역시 남동구 (2820000000)","476,168","476,168","22,419","43,815","52,671","60,227","71,137","83,245","79,644","42,496","17,403","3,028","83","235,694","235,694","11,506","22,570","27,041","32,161","36,119","41,297","38,456","19,453","6,403","673","15","240,474","240,474","10,913","21,245","25,630","28,066","35,018","41,948","41,188","23,043","11,000","2,355","68"
"인천광역시 부평구 (2823700000)","485,284","485,284","25,485","37,835","52,399","73,232","69,523","81,479","81,971","42,101","17,909","3,278","72","237,862","237,862","13,173","19,422","26,329","38,142","35,544","39,198","39,503","19,131","6,629","782","9","247,422","247,422","12,312","18,413","26,070","35,090","33,979","42,281","42,468","22,970","11,280","2,496","63"
"인천광역시 계양구 (2824500000)","274,790","274,790","11,454","20,851","30,155","36,877","36,516","51,174","54,141","22,418","9,283","1,862","59","136,483","136,483","5,842","10,534","15,754","19,628","18,830","24,717","26,800","10,756","3,209","406","7","138,307","138,307","5,612","10,317","14,401","17,249","17,686","26,457","27,341","11,662","6,074","1,456","52"
"인천광역시 서구검단출장소 (2826500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"인천광역시 서해구 (2827500000)","390,542","390,542","26,256","38,420","42,431","58,210","63,755","65,198","58,860","26,021","9,573","1,762","56","196,266","196,266","13,517","19,695","21,540","30,206","32,751","32,725","29,408","12,530","3,521","363","10","194,276","194,276","12,739","18,725","20,891","28,004","31,004","32,473","29,452","13,491","6,052","1,399","46"
"인천광역시 검단구 (2829000000)","272,949","272,949","27,552","29,588","26,380","45,890","50,904","42,743","29,742","13,690","5,326","1,109","25","136,788","136,788","14,074","14,970","13,335","22,701","26,512","21,432","15,070","6,441","1,989","259","5","136,161","136,161","13,478","14,618","13,045","23,189","24,392","21,311","14,672","7,249","3,337","850","20"
"인천광역시 강화군 (2871000000)","69,282","69,282","2,480","4,169","4,063","4,754","6,736","10,472","16,647","12,052","6,457","1,427","25","34,722","34,722","1,277","2,154","2,286","2,569","3,524","5,553","8,372","5,988","2,609","384","6","34,560","34,560","1,203","2,015","1,777","2,185","3,212","4,919","8,275","6,064","3,848","1,043","19"
"인천광역시 옹진군 (2872000000)","19,252","19,252","480","850","2,060","1,561","1,818","3,013","4,701","3,082","1,353","318","16","10,996","10,996","236","462","1,468","1,072","1,153","1,795","2,600","1,589","553","66","2","8,256","8,256","244","388","592","489","665","1,218","2,101","1,493","800","252","14"
"대전광역시  (3000000000)","1,437,328","1,437,328","84,894","135,581","184,737","196,413","205,742","240,106","208,353","120,019","52,025","9,245","213","715,183","715,183","43,626","69,476","96,144","104,560","103,268","119,362","101,178","55,141","20,063","2,331","34","722,145","722,145","41,268","66,105","88,593","91,853","102,474","120,744","107,175","64,878","31,962","6,914","179"
"대전광역시 동구 (3011000000)","217,293","217,293","10,681","18,577","27,584","25,198","28,452","35,848","34,992","23,253","10,942","1,730","36","109,275","109,275","5,555","9,420","14,666","13,724","14,868","18,726","17,155","10,533","4,192","429","7","108,018","108,018","5,126","9,157","12,918","11,474","13,584","17,122","17,837","12,720","6,750","1,301","29"
"대전광역시 중구 (3014000000)","223,188","223,188","11,368","19,242","24,477","26,294","30,168","38,019","35,175","24,526","11,820","2,050","49","108,881","108,881","5,725","9,877","12,117","13,642","15,164","19,195","17,081","10,881","4,620","569","10","114,307","114,307","5,643","9,365","12,360","12,652","15,004","18,824","18,094","13,645","7,200","1,481","39"
"대전광역시 서구 (3017000000)","462,784","462,784","26,991","46,031","62,440","66,393","68,398","76,393","63,628","35,428","14,421","2,604","57","226,429","226,429","13,901","23,617","31,130","34,638","33,519","36,907","30,149","16,266","5,648","646","8","236,355","236,355","13,090","22,414","31,310","31,755","34,879","39,486","33,479","19,162","8,773","1,958","49"
"대전광역시 유성구 (3020000000)","370,837","370,837","28,554","38,675","52,146","59,283","58,036","58,917","44,810","20,756","7,950","1,667","43","187,895","187,895","14,743","19,821","28,295","31,727","28,821","28,974","22,037","10,061","3,030","379","7","182,942","182,942","13,811","18,854","23,851","27,556","29,215","29,943","22,773","10,695","4,920","1,288","36"
"대전광역시 대덕구 (3023000000)","163,226","163,226","7,300","13,056","18,090","19,245","20,688","30,929","29,748","16,056","6,892","1,194","28","82,703","82,703","3,702","6,741","9,936","10,829","10,896","15,560","14,756","7,400","2,573","308","2","80,523","80,523","3,598","6,315","8,154","8,416","9,792","15,369","14,992","8,656","4,319","886","26"
"울산광역시  (3100000000)","1,083,947","1,083,947","64,860","108,822","106,193","136,643","166,298","194,141","181,493","90,330","30,428","4,641","98","558,435","558,435","33,203","56,504","61,315","75,966","86,506","96,874","91,879","43,488","11,694","999","7","525,512","525,512","31,657","52,318","44,878","60,677","79,792","97,267","89,614","46,842","18,734","3,642","91"
"울산광역시 중구 (3111000000)","202,307","202,307","11,168","18,752","18,122","24,419","29,265","35,665","36,568","20,288","7,088","960","12","102,133","102,133","5,764","9,790","10,284","13,278","15,170","17,505","18,011","9,347","2,761","223","0","100,174","100,174","5,404","8,962","7,838","11,141","14,095","18,160","18,557","10,941","4,327","737","12"
"울산광역시 남구 (3114000000)","303,419","303,419","17,629","27,887","33,156","42,710","44,259","54,531","49,697","24,665","7,786","1,072","27","155,225","155,225","9,081","14,546","18,929","23,755","22,685","26,469","24,681","11,727","3,080","270","2","148,194","148,194","8,548","13,341","14,227","18,955","21,574","28,062","25,016","12,938","4,706","802","25"
"울산광역시 동구 (3117000000)","147,245","147,245","8,398","16,175","13,810","16,669","25,591","23,867","25,005","13,565","3,692","457","16","77,055","77,055","4,277","8,395","7,920","9,622","13,826","12,558","12,092","6,759","1,522","84","0","70,190","70,190","4,121","7,780","5,890","7,047","11,765","11,309","12,913","6,806","2,170","373","16"
"울산광역시 북구 (3120000000)","213,144","213,144","16,189","25,527","20,343","29,126","37,147","37,481","30,866","11,748","4,020","683","14","110,965","110,965","8,287","13,217","12,195","16,181","18,992","18,475","16,294","5,710","1,493","118","3","102,179","102,179","7,902","12,310","8,148","12,945","18,155","19,006","14,572","6,038","2,527","565","11"
"울산광역시 울주군 (3171000000)","217,832","217,832","11,476","20,481","20,762","23,719","30,036","42,597","39,357","20,064","7,842","1,469","29","113,057","113,057","5,794","10,556","11,987","13,130","15,833","21,867","20,801","9,945","2,838","304","2","104,775","104,775","5,682","9,925","8,775","10,589","14,203","20,730","18,556","10,119","5,004","1,165","27"
"세종특별자치시  (3600000000)","390,229","390,229","37,152","54,236","36,075","56,654","75,540","60,027","39,727","20,535","8,383","1,867","33","194,317","194,317","18,891","27,503","18,636","28,075","36,886","31,083","19,710","9,887","3,220","419","7","195,912","195,912","18,261","26,733","17,439","28,579","38,654","28,944","20,017","10,648","5,163","1,448","26"
"세종특별자치시  (3611000000)","390,229","390,229","37,152","54,236","36,075","56,654","75,540","60,027","39,727","20,535","8,383","1,867","33","194,317","194,317","18,891","27,503","18,636","28,075","36,886","31,083","19,710","9,887","3,220","419","7","195,912","195,912","18,261","26,733","17,439","28,579","38,654","28,944","20,017","10,648","5,163","1,448","26"
"경기도  (4100000000)","13,706,605","13,706,605","870,181","1,325,993","1,518,270","1,932,192","2,155,785","2,340,514","1,987,482","1,028,588","462,406","83,198","1,996","6,877,564","6,877,564","445,512","677,420","792,760","1,013,440","1,100,651","1,174,635","991,932","480,575","178,800","21,467","372","6,829,041","6,829,041","424,669","648,573","725,510","918,752","1,055,134","1,165,879","995,550","548,013","283,606","61,731","1,624"
"북부출장소  (4110500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 수원시 (4111000000)","1,180,110","1,180,110","70,633","109,853","158,094","188,463","181,233","197,870","159,318","75,808","32,949","5,742","147","591,705","591,705","36,255","56,521","81,995","99,887","91,976","97,591","79,004","34,559","12,434","1,459","24","588,405","588,405","34,378","53,332","76,099","88,576","89,257","100,279","80,314","41,249","20,515","4,283","123"
"경기도 수원시 장안구 (4111100000)","268,519","268,519","13,291","24,720","36,958","35,398","37,364","48,438","40,587","20,234","9,686","1,807","36","134,527","134,527","6,748","12,772","20,248","18,874","18,681","23,733","20,225","9,115","3,668","457","6","133,992","133,992","6,543","11,948","16,710","16,524","18,683","24,705","20,362","11,119","6,018","1,350","30"
"경기도 수원시 권선구 (4111300000)","358,865","358,865","20,367","31,580","43,600","57,629","55,256","60,477","53,367","24,960","9,926","1,663","40","180,720","180,720","10,514","16,197","22,239","31,023","28,773","29,772","26,416","11,630","3,717","434","5","178,145","178,145","9,853","15,383","21,361","26,606","26,483","30,705","26,951","13,330","6,209","1,229","35"
"경기도 수원시 팔달구 (4111500000)","192,040","192,040","10,142","13,106","27,546","32,626","26,185","31,459","27,719","15,284","6,857","1,077","39","96,166","96,166","5,197","6,704","13,765","17,623","13,766","15,740","13,678","6,768","2,635","285","5","95,874","95,874","4,945","6,402","13,781","15,003","12,419","15,719","14,041","8,516","4,222","792","34"
"경기도 수원시 영통구 (4111700000)","360,686","360,686","26,833","40,447","49,990","62,810","62,428","57,496","37,645","15,330","6,480","1,195","32","180,292","180,292","13,796","20,848","25,743","32,367","30,756","28,346","18,685","7,046","2,414","283","8","180,394","180,394","13,037","19,599","24,247","30,443","31,672","29,150","18,960","8,284","4,066","912","24"
"경기도 성남시 (4113000000)","895,642","895,642","53,652","80,382","101,178","133,634","138,554","147,785","129,342","73,149","32,025","5,793","148","441,928","441,928","27,353","41,006","51,426","68,978","68,840","73,192","62,986","33,774","12,783","1,555","35","453,714","453,714","26,299","39,376","49,752","64,656","69,714","74,593","66,356","39,375","19,242","4,238","113"
"경기도 성남시 수정구 (4113100000)","233,732","233,732","13,257","16,066","27,064","36,439","33,823","37,667","37,372","22,091","8,641","1,283","29","117,992","117,992","6,788","8,106","14,189","19,496","17,841","19,314","18,430","10,158","3,354","308","8","115,740","115,740","6,469","7,960","12,875","16,943","15,982","18,353","18,942","11,933","5,287","975","21"
"경기도 성남시 중원구 (4113300000)","197,990","197,990","9,662","13,648","22,436","30,582","27,878","32,321","33,553","19,098","7,650","1,120","42","99,480","99,480","4,874","7,054","11,490","16,577","14,681","16,368","16,382","8,813","2,967","266","8","98,510","98,510","4,788","6,594","10,946","14,005","13,197","15,953","17,171","10,285","4,683","854","34"
"경기도 성남시 분당구 (4113500000)","463,920","463,920","30,733","50,668","51,678","66,613","76,853","77,797","58,417","31,960","15,734","3,390","77","224,456","224,456","15,691","25,846","25,747","32,905","36,318","37,510","28,174","14,803","6,462","981","19","239,464","239,464","15,042","24,822","25,931","33,708","40,535","40,287","30,243","17,157","9,272","2,409","58"
"경기도 의정부시 (4115000000)","459,526","459,526","26,200","39,370","51,968","60,642","66,995","80,736","72,193","39,438","18,929","2,996","59","225,155","225,155","13,473","20,291","25,787","31,292","34,312","39,394","34,918","17,672","7,221","786","9","234,371","234,371","12,727","19,079","26,181","29,350","32,683","41,342","37,275","21,766","11,708","2,210","50"
"경기도 안양시 (4117000000)","559,745","559,745","35,126","48,556","61,599","87,420","82,336","92,185","86,579","44,468","18,020","3,379","77","275,642","275,642","17,974","24,810","31,550","45,103","41,587","44,424","41,472","21,068","6,860","781","13","284,103","284,103","17,152","23,746","30,049","42,317","40,749","47,761","45,107","23,400","11,160","2,598","64"
"경기도 안양시 만안구 (4117100000)","232,998","232,998","12,486","16,065","26,013","35,500","30,997","38,429","40,587","22,136","9,177","1,565","43","115,887","115,887","6,340","8,263","13,384","18,787","16,284","18,747","19,670","10,471","3,539","395","7","117,111","117,111","6,146","7,802","12,629","16,713","14,713","19,682","20,917","11,665","5,638","1,170","36"
"경기도 안양시 동안구 (4117300000)","326,747","326,747","22,640","32,491","35,586","51,920","51,339","53,756","45,992","22,332","8,843","1,814","34","159,755","159,755","11,634","16,547","18,166","26,316","25,303","25,677","21,802","10,597","3,321","386","6","166,992","166,992","11,006","15,944","17,420","25,604","26,036","28,079","24,190","11,735","5,522","1,428","28"
"경기도 부천시 (4119000000)","751,353","751,353","37,462","61,136","82,052","103,844","109,028","129,855","132,236","65,946","25,147","4,545","102","369,430","369,430","19,149","31,337","41,334","53,928","55,349","63,158","63,653","30,966","9,494","1,048","14","381,923","381,923","18,313","29,799","40,718","49,916","53,679","66,697","68,583","34,980","15,653","3,497","88"
"경기도 부천시 원미구 (4119200000)","380,243","380,243","19,175","31,428","43,651","54,840","55,790","65,083","65,185","31,253","11,561","2,225","52","186,001","186,001","9,729","16,054","21,589","28,117","27,937","31,424","31,411","14,839","4,376","519","6","194,242","194,242","9,446","15,374","22,062","26,723","27,853","33,659","33,774","16,414","7,185","1,706","46"
"경기도 부천시 소사구 (4119400000)","223,109","223,109","12,891","19,339","21,750","29,733","34,681","36,484","37,773","21,143","7,897","1,388","30","109,002","109,002","6,648","9,849","10,979","15,279","17,577","17,697","17,682","9,802","3,151","334","4","114,107","114,107","6,243","9,490","10,771","14,454","17,104","18,787","20,091","11,341","4,746","1,054","26"
"경기도 부천시 오정구 (4119600000)","148,001","148,001","5,396","10,369","16,651","19,271","18,557","28,288","29,278","13,550","5,689","932","20","74,427","74,427","2,772","5,434","8,766","10,532","9,835","14,037","14,560","6,325","1,967","195","4","73,574","73,574","2,624","4,935","7,885","8,739","8,722","14,251","14,718","7,225","3,722","737","16"
"경기도 광명시 (4121000000)","302,628","302,628","19,117","27,975","32,914","45,435","46,827","51,248","43,779","24,198","9,378","1,713","44","148,054","148,054","9,799","14,226","16,737","23,153","23,247","24,980","20,874","11,130","3,503","395","10","154,574","154,574","9,318","13,749","16,177","22,282","23,580","26,268","22,905","13,068","5,875","1,318","34"
"경기도 평택시 (4122000000)","617,903","617,903","46,200","59,306","71,886","101,611","101,599","102,388","77,172","37,129","17,489","3,059","64","325,090","325,090","23,484","30,182","40,374","57,466","55,465","54,002","39,825","17,096","6,427","755","14","292,813","292,813","22,716","29,124","31,512","44,145","46,134","48,386","37,347","20,033","11,062","2,304","50"
"경기도 송탄출장소 (4122200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 안중출장소 (4122400000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 동두천시 (4125000000)","85,537","85,537","3,433","7,286","8,212","8,190","10,844","15,500","15,664","9,870","5,592","926","20","42,590","42,590","1,761","3,699","4,386","4,456","5,532","8,072","7,983","4,420","2,021","255","5","42,947","42,947","1,672","3,587","3,826","3,734","5,312","7,428","7,681","5,450","3,571","671","15"
"경기도 안산시 (4127000000)","605,556","605,556","28,435","51,564","78,934","82,599","82,781","117,710","101,925","40,476","17,555","3,472","105","309,701","309,701","14,491","26,387","41,913","45,794","43,337","58,651","52,815","19,265","6,248","780","20","295,855","295,855","13,944","25,177","37,021","36,805","39,444","59,059","49,110","21,211","11,307","2,692","85"
"경기도 안산시 상록구 (4127100000)","318,682","318,682","13,481","27,525","42,655","40,816","42,858","63,237","54,226","21,706","10,177","1,945","56","162,533","162,533","6,877","14,018","22,758","22,698","22,310","31,422","28,174","10,221","3,578","468","9","156,149","156,149","6,604","13,507","19,897","18,118","20,548","31,815","26,052","11,485","6,599","1,477","47"
"경기도 안산시 단원구 (4127300000)","286,874","286,874","14,954","24,039","36,279","41,783","39,923","54,473","47,699","18,770","7,378","1,527","49","147,168","147,168","7,614","12,369","19,155","23,096","21,027","27,229","24,641","9,044","2,670","312","11","139,706","139,706","7,340","11,670","17,124","18,687","18,896","27,244","23,058","9,726","4,708","1,215","38"
"경기도 고양시 (4128000000)","1,051,023","1,051,023","59,756","94,665","115,457","143,458","154,978","191,419","162,898","78,266","41,692","8,268","166","510,727","510,727","30,587","48,155","57,619","71,939","76,174","92,303","80,317","36,053","15,230","2,318","32","540,296","540,296","29,169","46,510","57,838","71,519","78,804","99,116","82,581","42,213","26,462","5,950","134"
"경기도 고양시 덕양구 (4128100000)","480,355","480,355","29,917","40,369","49,583","69,925","73,003","82,768","73,608","38,115","19,470","3,520","77","235,039","235,039","15,355","20,472","24,819","35,054","36,734","40,694","36,318","17,446","7,192","940","15","245,316","245,316","14,562","19,897","24,764","34,871","36,269","42,074","37,290","20,669","12,278","2,580","62"
"경기도 고양시 일산동구 (4128500000)","296,086","296,086","16,206","26,560","34,395","41,138","43,131","54,885","45,802","20,521","10,938","2,462","48","143,329","143,329","8,259","13,585","16,809","20,548","21,009","26,221","22,620","9,622","3,957","689","10","152,757","152,757","7,947","12,975","17,586","20,590","22,122","28,664","23,182","10,899","6,981","1,773","38"
"경기도 고양시 일산서구 (4128700000)","274,582","274,582","13,633","27,736","31,479","32,395","38,844","53,766","43,488","19,630","11,284","2,286","41","132,359","132,359","6,973","14,098","15,991","16,337","18,431","25,388","21,379","8,985","4,081","689","7","142,223","142,223","6,660","13,638","15,488","16,058","20,413","28,378","22,109","10,645","7,203","1,597","34"
"경기도 과천시 (4129000000)","80,608","80,608","8,089","8,316","8,116","12,538","13,032","11,771","10,617","5,150","2,402","560","17","39,264","39,264","4,131","4,234","4,077","6,021","6,460","5,599","5,172","2,448","957","162","3","41,344","41,344","3,958","4,082","4,039","6,517","6,572","6,172","5,445","2,702","1,445","398","14"
"경기도 구리시 (4131000000)","187,164","187,164","10,066","16,046","20,953","26,553","27,688","32,973","30,228","15,184","6,497","956","20","92,568","92,568","5,191","8,236","10,534","13,757","14,028","15,973","14,934","7,073","2,569","266","7","94,596","94,596","4,875","7,810","10,419","12,796","13,660","17,000","15,294","8,111","3,928","690","13"
"경기도 남양주시 (4136000000)","724,303","724,303","44,391","78,339","74,476","83,889","117,127","129,416","104,875","60,288","27,021","4,356","125","357,468","357,468","22,737","40,057","38,339","42,409","57,537","64,925","51,992","27,718","10,605","1,124","25","366,835","366,835","21,654","38,282","36,137","41,480","59,590","64,491","52,883","32,570","16,416","3,232","100"
"경기도 풍양출장소 (4136200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 오산시 (4137000000)","253,712","253,712","17,984","27,457","28,674","41,181","46,818","41,914","29,025","13,756","5,958","920","25","132,314","132,314","9,284","14,030","15,595","22,958","25,247","21,814","14,586","6,365","2,203","230","2","121,398","121,398","8,700","13,427","13,079","18,223","21,571","20,100","14,439","7,391","3,755","690","23"
"경기도 시흥시 (4139000000)","512,758","512,758","36,807","52,068","56,076","73,558","87,882","91,595","71,843","28,576","12,052","2,232","69","266,537","266,537","18,766","26,602","30,363","39,558","46,930","47,666","38,107","13,767","4,317","449","12","246,221","246,221","18,041","25,466","25,713","34,000","40,952","43,929","33,736","14,809","7,735","1,783","57"
